COURSE CODE,TITLE,LOCAL CREDIT,ECTS CREDIT,REMAINING / TOTAL QUOTA,CAMPUS,CLASSROOM(S),INSTRUCTOR NAME,INSTRUCTOR SURNAME,ASSISTANT,TIME SLOT,FACULTY NAME,COURSE HOUR(S),LIVE SECTION
İMİM2218.1,Computer Aided Design II (3),3,3,6 / 40,Şile,,VEYSEL HAKTAN,EKİNCİ,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,YES
İMİM2502.1,Structure (3),3,5,7 / 25,Şile,"D/K-401, D/K-401, D/K-401",SAADET,AYTIS,STAFF,,"Faculty of Arts, Design and Architecture",3,YES
İMİM2503.1,Image Processing on Computer (3),3,5,3 / 30,Şile,,VEYSEL HAKTAN,EKİNCİ,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,YES
İMİM2504.1,Ergonomics (3),3,5,0 / 0,Şile,,SERKAN,AYDEMİR,STAFF,"Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,YES
İMİM2508.1,Installations (3),3,5,0 / 0,Şile,,ZÜLEYHA,AYKUT,STAFF,"Salı 13:30 - 14:20, Salı 14:30 - 15:20, Salı 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO
İMİM2602.1,"City, Culture and Architecture: İstanbul (3)",3,5,15 / 15,Şile,"D/K-303, D/K-303, D/K-303",EVANGELİA,ŞARLAK,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,NO
İMİM2901.1,Project I (3),3,7,0 / 1,Şile,"D/K-302, D/K-302, D/K-302, D/K-302, D/K-302, D/K-302",BETÜL,OZAR,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM2901.2,Project I (3),3,7,1 / 1,Şile,"-, -, -, -, -, -",STAFF,,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM2901.3,Project I (3),3,7,1 / 1,Şile,"-, -, -, -, -, -",ZÜLEYHA,AYKUT,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM2902.1,Project II (3),3,8,1 / 5,Şile,"D/K-302, D/K-302, D/K-302, D/K-302, D/K-302, D/K-302",BETÜL,OZAR,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM2902.2,Project II (3),3,8,4 / 4,Şile,"-, -, -, -, -, -",STAFF,,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM2902.3,Project II (3),3,8,2 / 4,Şile,"-, -, -, -, -, -",ZÜLEYHA,AYKUT,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM2911.1,Project I (3),3,8,0 / 2,Şile,"D/K-302, D/K-302, D/K-302, D/K-302, D/K-302, D/K-302",BETÜL,OZAR,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM2911.2,Project I (3),3,8,1 / 3,Şile,"-, -, -, -, -, -",STAFF,,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM2911.3,Project I (3),3,8,1 / 3,Şile,"-, -, -, -, -, -",ZÜLEYHA,AYKUT,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM2912.1,Project II (3),3,8,0 / 8,Şile,"D/K-302, D/K-302, D/K-302, D/K-302, D/K-302, D/K-302",BETÜL,OZAR,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM2912.2,Project II (3),3,8,1 / 8,Şile,"-, -, -, -, -, -",STAFF,,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM2912.3,Project II (3),3,8,1 / 8,Şile,"-, -, -, -, -, -",ZÜLEYHA,AYKUT,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM2991.1,Internship I,0,1,10 / 20,Şile,,EMRE,ÇUBUKÇU,STAFF,,"Faculty of Arts, Design and Architecture",0,NO
İMİM3304.1,Furniture Design (3),3,4,5 / 25,Şile,"D/K-511, D/K-511, D/K-511, D/K-511",SERPİL,ÖZKER,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20, Salı 12:30 - 13:20","Faculty of Arts, Design and Architecture",4,NO
İMİM3310.1,Lighting (3),3,6,12 / 40,Şile,"D/K-113, D/K-113, D/K-113",SEVDA,ERDOĞAN,STAFF,"Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO
İMİM3312.1,Installations (3),3,6,8 / 40,Şile,"D/K-105, D/K-105, D/K-105",ZÜLEYHA,AYKUT,STAFF,"Salı 13:30 - 14:20, Salı 14:30 - 15:20, Salı 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO
İMİM3314.1,Physical Environmental Control (3),3,6,0 / 39,Şile,"DMF-201, DMF-201, DMF-201",GÜLRU,KOCA,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,YES
İMİM3316.1,Computer Aided Design IV (3),3,4,0 / 50,Şile,"DMF-004, DMF-004, DMF-004",MUSTAFA BORA,TÜMER,STAFF,"Cuma 13:30 - 14:20, Cuma 14:30 - 15:20, Cuma 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,YES
İMİM3501.1,Advanced 3D Representation Techniques (3),3,5,8 / 30,Şile,"D/K-114, D/K-114, D/K-114",MUSTAFA BORA,TÜMER,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,YES
İMİM3503.1,Experimental Design (3),3,5,6 / 15,Şile,,SERPİL,ÖZKER,STAFF,"Salı 13:30 - 14:20, Salı 14:30 - 15:20, Salı 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO
İMİM3504.1,Lighting (3),3,5,0 / 0,Şile,"D/K-201, D/K-201, D/K-201",SEVDA,ERDOĞAN,STAFF,"Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO
İMİM3505.1,Furniture (3),3,5,1 / 22,Şile,"D/K-211, D/K-211, D/K-211",EMRE,ÇUBUKÇU,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,NO
İMİM3506.1,Urban Furnitures (3),3,5,6 / 15,Şile,"D/K-401, D/K-401, D/K-401",ADNAN,UZUN,STAFF,"Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO
İMİM3603.1,Design For Everyone (3),3,5,9 / 15,Şile,"D/K-401, D/K-401, D/K-401",ADNAN,UZUN,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20","Faculty of Arts, Design and Architecture",3,NO
İMİM3901.1,Project III (3),3,8,0 / 0,Şile,,SERPİL,ÖZKER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO
İMİM3901.2,Project III (3),3,8,0 / 0,Şile,"D/K-511,  D/K-511,  D/K-511,  D/K-511,  D/K-511,  D/K-511",SERPİL,ÖZKER,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM3901.3,Project III (3),3,8,0 / 0,Şile,"-, -, -, -, -, -",SAADET,AYTIS,STAFF,,"Faculty of Arts, Design and Architecture",6,YES
İMİM3901.4,Project III (3),3,8,1 / 4,Şile,"D/K-112, D/K-112, D/K-112, D/K-112, D/K-112, D/K-112",NUH UĞUR,KARSLI,STAFF,,"Faculty of Arts, Design and Architecture",6,YES
İMİM3902.1,Project IV (3),3,8,0 / 0,Şile,,SERPİL,ÖZKER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO
İMİM3902.2,Project IV (3),3,8,1 / 1,Şile,"D/K-511,  D/K-511,  D/K-511,  D/K-511,  D/K-511,  D/K-511",SERPİL,ÖZKER,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM3902.3,Project IV (3),3,8,1 / 5,Şile,"-, -, -, -, -, -",SAADET,AYTIS,STAFF,,"Faculty of Arts, Design and Architecture",6,YES
İMİM3902.4,Project IV (3),3,8,0 / 1,Şile,"D/K-112, D/K-112, D/K-112, D/K-112, D/K-112, D/K-112",NUH UĞUR,KARSLI,STAFF,,"Faculty of Arts, Design and Architecture",6,YES
İMİM3911.1,Project III (3),3,8,0 / 0,Şile,,SERPİL,ÖZKER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO
İMİM3911.2,Project III (3),3,8,1 / 2,Şile,"D/K-511, D/K-511, D/K-511, D/K-511, D/K-511, D/K-511",SERPİL,ÖZKER,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM3911.3,Project III (3),3,8,0 / 1,Şile,"-, -, -, -, -, -",SAADET,AYTIS,STAFF,,"Faculty of Arts, Design and Architecture",6,YES
İMİM3911.4,Project III (3),3,8,0 / 1,Şile,"D/K-112, D/K-112, D/K-112, D/K-112, D/K-112, D/K-112",NUH UĞUR,KARSLI,STAFF,,"Faculty of Arts, Design and Architecture",6,YES
İMİM3912.1,Project IV (3),3,8,0 / 0,Şile,,SERPİL,ÖZKER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO
İMİM3912.2,Project IV (3),3,8,0 / 5,Şile,"D/K-511, D/K-511, D/K-511, D/K-511, D/K-511, D/K-511",SERPİL,ÖZKER,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM3912.3,Project IV (3),3,8,1 / 11,Şile,"-, -, -, -, -, -",SAADET,AYTIS,STAFF,,"Faculty of Arts, Design and Architecture",6,YES
İMİM3912.4,Project IV (3),3,8,1 / 11,Şile,"D/K-112, D/K-112, D/K-112, D/K-112, D/K-112, D/K-112",NUH UĞUR,KARSLI,STAFF,,"Faculty of Arts, Design and Architecture",6,YES
İMİM3991.1,Internship II,0,1,12 / 20,Şile,,EMRE,ÇUBUKÇU,STAFF,,"Faculty of Arts, Design and Architecture",0,NO
İMİM4601.1,Terrace Garden (3),3,5,2 / 15,Şile,"D/K-112, D/K-112, D/K-112",EMRE,ÇUBUKÇU,STAFF,"Cuma 13:30 - 14:20, Cuma 14:30 - 15:20, Cuma 15:30 - 16:20","Faculty of Arts, Design and Architecture",3,NO
İMİM4901.1,Project V (3),3,10,0 / 0,Şile,,SERPİL,ÖZKER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO
İMİM4901.2,Project V (3),3,10,0 / 5,Şile,"D/K-511, D/K-511, D/K-511, D/K-511, D/K-511, D/K-511",SERPİL,ÖZKER,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM4901.3,Project V (3),3,10,1 / 1,Şile,"-, -, -, -, -, -",SAADET,AYTIS,STAFF,,"Faculty of Arts, Design and Architecture",6,YES
İMİM4901.4,Project V (3),3,10,1 / 1,Şile,"D/K-112, D/K-112, D/K-112, D/K-112, D/K-112, D/K-112",NUH UĞUR,KARSLI,STAFF,,"Faculty of Arts, Design and Architecture",6,YES
İMİM4902.1,Graduation Project  (3),3,10,2 / 28,Şile,"D/K-302, D/K-302, D/K-302, D/K-302, D/K-302, D/K-302",MEHMET ENGİN,BALTACI,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO
İMİM4911.1,Project V (3),3,8,0 / 0,Şile,,SERPİL,ÖZKER,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO
İMİM4911.2,Project V (3),3,8,1 / 3,Şile,"D/K-511, D/K-511, D/K-511, D/K-511, D/K-511, D/K-511",SERPİL,ÖZKER,STAFF,,"Faculty of Arts, Design and Architecture",6,NO
İMİM4911.3,Project V (3),3,8,0 / 0,Şile,"-, -, -, -, -, -",SAADET,AYTIS,STAFF,,"Faculty of Arts, Design and Architecture",6,YES
İMİM4911.4,Project V (3),3,8,0 / 0,Şile,"D/K-112, D/K-112, D/K-112, D/K-112, D/K-112, D/K-112",NUH UĞUR,KARSLI,STAFF,,"Faculty of Arts, Design and Architecture",6,YES
İMİM4912.1,Graduation Project (3),3,8,0 / 0,Şile,"D/K-302, D/K-302, D/K-302, D/K-302, D/K-302, D/K-302",MEHMET ENGİN,BALTACI,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Arts, Design and Architecture",6,NO
İNŞA2910.1,Summer Practice I,0,1,48 / 50,Online,,BORA,AKŞAR,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
İNŞA3910.1,Summer Practice II,0,1,48 / 50,Online,,BORA,AKŞAR,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
İNŞA4456.1,Tunnel Engineering (3),3,5,0 / 0,Şile,"DMF-200, DMF-200, DMF-200",STAFF,,STAFF,"Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20",Faculty of Engineering and Natural Sciences,3,YES
İNŞA4651.1,Hydrology and Water Resources (3),3,5,13 / 15,Şile,"DMF-301, DMF-301, DMF-301",BİHRAT,ÖNÖZ,STAFF,"Salı 11:30 - 12:20, Salı 12:30 - 13:20, Salı 13:30 - 14:20",Faculty of Engineering and Natural Sciences,3,YES
İNŞA4902.1,Graduation Design Project  (3),3,6,29 / 30,Online,,BİHRAT,ÖNÖZ,STAFF,,Faculty of Engineering and Natural Sciences,0,NO
İNTO1002.1,Ethics (1),1,1,44 / 60,Online,ONLINE,BEDRİ SİNA,GÜNEŞ,STAFF,Cuma 12:30 - 13:20,"Faculty of Economics, Administrative and Social Sciences",1,YES
İNTO1101.1,History of Civilization I (3),3,5,20 / 40,Şile,"D/K-105, D/K-105, D/K-105",BEDRİ SİNA,GÜNEŞ,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,NO
İNTO3307.1,"Environment, Technology and Society (3)",3,5,0 / 40,Şile,"D/K-105, D/K-105, D/K-105",BEDRİ SİNA,GÜNEŞ,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,NO
İNTO4102.1,City and Culture: Istanbul (3),3,5,0 / 41,Şile,"DMF-312, DMF-312, DMF-312",BEDRİ SİNA,GÜNEŞ,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO
İSAG1401.1,FUNDAMENTALS OF OCCUPATIONAL HEALTH AND SAFETY (3),3,5,1 / 30,Maslak,"B351, B351, B351",LEVENT,İNCEDERE,STAFF,,Vocational School,3,NO
İSAG1421.1,Presentation Techniques (3),3,5,37 / 40,Maslak,"A317, A317, A317",ATEŞ,KIVILCIM,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20",Vocational School,3,NO
İSAG4411.1,Occupational Health and Safety I,0,2,123 / 150,Online,"ONLINE, ONLINE",AYŞENUR,GÜL,STAFF,,Faculty of Engineering and Natural Sciences,2,NO
İSAG4412.1,Occupational Health and Safety II,0,2,109 / 150,Online,"ONLINE, ONLINE",AYŞENUR,GÜL,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20",Faculty of Engineering and Natural Sciences,2,NO
İŞLE1302.1,Principles of Management (3),3,6,26 / 50,Şile,"DMF-411, DMF-411, DMF-411",ASLI,TUNCAY ÇELİKEL,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO
İŞLE3042.1,New Product Development (3),3,5,15 / 50,Şile,"D/K-501, D/K-501, D/K-501",ASLI,TUNCAY ÇELİKEL,STAFF,"Salı 14:30 - 15:20, Salı 15:30 - 16:20, Salı 16:30 - 17:20","Faculty of Economics, Administrative and Social Sciences",3,NO
İŞLE3632.1,Human Resources Management (3),3,6,1 / 50,Şile,"LMF-117, LMF-117, LMF-117",YEŞİM PINAR,SOYKUT,STAFF,"Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20","Faculty of Economics, Administrative and Social Sciences",3,NO
İŞLE3636.1,Motivation at Workplace (3),3,5,25 / 50,Şile,"LMF-117, LMF-117, LMF-117",AHMET HAKAN,YÜKSEL,STAFF,"Çarşamba 12:30 - 13:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20","Faculty of Economics, Administrative and Social Sciences",3,NO
İŞLE4068.1,Digital Transformation Management (3),3,5,45 / 50,Şile,"D/K-305, D/K-305, D/K-305",FİGEN,HARAVON,STAFF,,"Faculty of Economics, Administrative and Social Sciences",3,YES
İŞLE4572.1,Managerial Decision Making (3),3,5,26 / 35,Şile,"D/K-407, D/K-407, D/K-407",GAMZE,KARAYAZ,STAFF,"Salı 08:30 - 09:20, Salı 09:30 - 10:20, Salı 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,NO
İYAR1121.1,Ambulans Eğitimi (3),3,5,8 / 80,Maslak,"B108, B108, B108",ERCAN,YAYLA,STAFF,"Salı 15:30 - 16:20, Salı 16:30 - 17:20, Salı 17:30 - 18:20",Vocational School,0,NO
İYAR1121.2,Ambulans Eğitimi (3),3,5,38 / 80,Maslak,"B151, B151, B151",ERCAN,YAYLA,STAFF,"Salı 08:30 - 09:20, Salı 08:30 - 09:20",Vocational School,0,NO
İYAR1122.1,Acil Hasta Bakımı II (3),3,5,0 / 27,Maslak,"A415 A402, A415 A402, A415 A402",GÜNEŞ,ÇEVİK,STAFF,"Salı 12:30 - 13:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20",Vocational School,0,NO
İYAR1122.2,Acil Hasta Bakımı II (3),3,5,5 / 27,Maslak,"A415 A402, A415 A402, A415 A402",GÜNEŞ,ÇEVİK,STAFF,,Vocational School,0,NO
İYAR1122.3,Acil Hasta Bakımı II (3),3,5,9 / 27,Maslak,"A415 A402, A415 A402, A415 A402",GÜNEŞ,ÇEVİK,STAFF,"Çarşamba 12:30 - 13:20, Çarşamba 13:30 - 14:20, Çarşamba 14:30 - 15:20",Vocational School,0,NO
İYAR1122.4,Acil Hasta Bakımı II (3),3,5,0 / 20,Maslak,"A415 A402, A415 A402, A415 A402",GÜNEŞ,ÇEVİK,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 08:30 - 09:20",Vocational School,0,NO
İYAR1122.5,Acil Hasta Bakımı II (3),3,5,5 / 20,Maslak,"A415 A402, A415 A402, A415 A402",GÜNEŞ,ÇEVİK,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 08:30 - 09:20",Vocational School,0,NO
İYAR1123.1,Acil Sağlık Hizmetleri II (3),3,5,4 / 80,Maslak,"B108, B108, B108",DENİZ,ACUNER,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20, Çarşamba 11:30 - 12:20",Vocational School,0,NO
İYAR1123.2,Acil Sağlık Hizmetleri II (3),3,5,5 / 40,Maslak,"B251, B251, B251",DENİZ,ACUNER,STAFF,"Salı 08:30 - 09:20, Salı 08:30 - 09:20",Vocational School,0,NO
İYAR1221.1,Resuscitation (3),3,4,3 / 20,Maslak,"A415 A320, A415 A320, A415 A320",MEHTAP,ATASEVEN BULUN,STAFF,"Salı 08:30 - 09:20, Salı 08:30 - 09:20",Vocational School,3,NO
İYAR2231.1,ECG Analysis  (3),3,4,3 / 54,Maslak,"B151, B151, B151",BETÜL,SERTBAŞ,STAFF,,Vocational School,3,NO
İYAR2234.1,Occupational Practice I (3),3,5,0 / 20,Maslak,"A415, A415, A415",MERYEM,KAR AYDIN,STAFF,"Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20",Vocational School,3,NO
İYAR2234.2,Occupational Practice I (3),3,5,8 / 25,Maslak,"A415, A415, A415",MERYEM,KAR AYDIN,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 08:30 - 09:20",Vocational School,3,NO
İYAR2234.3,Occupational Practice I (3),3,5,9 / 20,Maslak,"A415, A415, A415",MERYEM,KAR AYDIN,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Pazartesi 11:30 - 12:20",Vocational School,3,NO
İYAR2241.1,Ambulance Training (3),3,4,12 / 80,Maslak,"B108, B108, B108",ERCAN,YAYLA,STAFF,"Salı 12:30 - 13:20, Salı 13:30 - 14:20, Salı 14:30 - 15:20",Vocational School,3,NO
İYAR2242.1,Trauma and Sports Injuries (3),3,4,19 / 80,Maslak,"B108, B108, B108",DİLARA,BAKIN,STAFF,"Cuma 15:30 - 16:20, Cuma 16:30 - 17:20, Cuma 17:30 - 18:20",Vocational School,3,NO
İYAR2242.2,Trauma and Sports Injuries (3),3,4,4 / 40,Maslak,"B151, B151, B151",DİLARA,BAKIN,STAFF,"Cuma 08:30 - 09:20, Cuma 08:30 - 09:20",Vocational School,3,NO
İYAR2243.1,Emergency Toxicology (3),3,5,19 / 80,Maslak,"B108, B108, B108",BETÜL,SERTBAŞ,STAFF,,Vocational School,3,NO
İYAR2243.2,Emergency Toxicology (3),3,5,2 / 40,Maslak,"B251, B251, B251",BETÜL,SERTBAŞ,STAFF,,Vocational School,3,NO
İYAR2244.1,Occupational Practice II (3),3,5,2 / 40,Maslak,"-, -, -, -, -",AHMET KAMİL,TEKEREK,STAFF,"Pazartesi 11:30 - 12:20, Pazartesi 12:30 - 13:20, Pazartesi 13:30 - 14:20, Pazartesi 14:30 - 15:20, Pazartesi 15:30 - 16:20",Vocational School,3,NO
İYAR2909.1,Industrial Training,0,1,88 / 100,Maslak,,DENİZ,ACUNER,STAFF,,Vocational School,0,NO
LOGI2504.1,Introduction to Logistics Management (3),3,7,15 / 50,Şile,"ONLINE, ONLINE, ONLINE",DİDEM,DEMİR,STAFF,"Çarşamba 08:30 - 09:20, Çarşamba 08:30 - 09:20","Faculty of Economics, Administrative and Social Sciences",3,YES
LOGI3508.1,Logistics Planning and Modeling (3),3,7,37 / 50,Şile,"DMF-410, DMF-410, DMF-410",PINAR,GÜROL,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20","Faculty of Economics, Administrative and Social Sciences",3,YES
LOGI4558.1,Warehouse and Distribution Systems (3),3,7,34 / 50,Şile,"DMF-312, DMF-312, DMF-312",EKİN,AKDENİZ,STAFF,"Cuma 12:30 - 13:20, Cuma 13:30 - 14:20, Cuma 14:30 - 15:20","Faculty of Economics, Administrative and Social Sciences",3,YES
MAKİ4902.1,Graduation Design Project (3),3,6,8 / 10,Şile,,MEHMET,DEMİRKOL,STAFF,,Faculty of Engineering and Natural Sciences,6,NO
MATE1301.1,Mathematics I (3),3,5,10 / 85,Şile,"DMF-410, DMF-410, DMF-410",NEŞE,ÖZDEMİR,STAFF,,Faculty of Engineering and Natural Sciences,3,NO
MATE1301.2,Mathematics I (3),3,5,14 / 60,Şile,"DMF-113, DMF-113, DMF-113",NEŞE,ÖZDEMİR,STAFF,"Cuma 08:30 - 09:20, Cuma 09:30 - 10:20, Cuma 11:30 - 12:20",Faculty of Engineering and Natural Sciences,3,NO
MATE2103.1,Discrete Mathematics (3),3,6,25 / 60,Şile,"DMF-301, DMF-312, DMF-312",ESMA,DİRİCAN ERDAL,STAFF,"Salı 09:30 - 10:20, Salı 11:30 - 12:20, Salı 12:30 - 13:20",Faculty of Engineering and Natural Sciences,3,NO
MATE2103-PS.1,Discrete Mathematics,0,0,25 / 60,Şile,DMF-201,HANİFE KÜBRA,KAYA,STAFF,Çarşamba 09:30 - 10:20,Faculty of Engineering and Natural Sciences,1,NO
MATE2203.1,Statistics I (3),3,5,21 / 90,Şile,"DMF-214, DMF-214, DMF-214",UFUK,YOLCU,STAFF,"Salı 14:30 - 15:20, Salı 15:30 - 16:20, Salı 16:30 - 17:20",Faculty of Engineering and Natural Sciences,3,NO
MATH1111.1,Calculus I (4),4,5,7 / 80,Şile,"DMF-115, DMF-115, DMF-115, DMF-115",UĞUR,DURSUN,STAFF,"Pazartesi 08:30 - 09:20, Pazartesi 09:30 - 10:20, Cuma 08:30 - 09:20, Cuma 09:30 - 10:20",Faculty of Engineering and Natural Sciences,4,NO
MATH1111.2,Calculus I (4),4,5,-1 / 131,Şile,"DMF-115, DMF-115, DMF-115, DMF-115",UĞUR,DURSUN,STAFF,"Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20",Faculty of Engineering and Natural Sciences,4,NO
MATH1111.3,Calculus I (4),4,5,16 / 60,Şile,"DMF-115, DMF-115, DMF-115, DMF-115",DENİZ,KARLI,STAFF,"Salı 15:30 - 16:20, Salı 16:30 - 17:20, Çarşamba 08:30 - 09:20, Çarşamba 09:30 - 10:20",Faculty of Engineering and Natural Sciences,4,NO
MATH1111-PS.1,Calculus I,0,0,3 / 110,Şile,LMF-117,HANİFE KÜBRA,KAYA,STAFF,Cuma 11:30 - 12:20,Faculty of Engineering and Natural Sciences,1,NO
MATH1111-PS.2,Calculus I,0,0,10 / 110,Şile,LMF-117,HANİFE KÜBRA,KAYA,STAFF,Cuma 14:30 - 15:20,Faculty of Engineering and Natural Sciences,1,NO
MATH1111-PS.3,Calculus I,0,0,29 / 70,Şile,LMF-117,HANİFE KÜBRA,KAYA,STAFF,Cuma 15:30 - 16:20,Faculty of Engineering and Natural Sciences,1,NO
MATH1112.1,Calculus II (4),4,5,6 / 100,Şile,DMF-114,BANU,UZUN,STAFF,"Salı 13:30 - 14:20, Salı 14:30 - 15:20",Faculty of Engineering and Natural Sciences,4,NO
MATH1112.2,Calculus II (4),4,5,6 / 70,Şile,"DMF-212, DMF-212, DMF-312, DMF-312",BANU,UZUN,STAFF,"Çarşamba 14:30 - 15:20, Çarşamba 15:30 - 16:20",Faculty of Engineering and Natural Sciences,4,NO
MATH1112.3,Calculus II (4),4,5,11 / 100,Şile,"DMF-213, DMF-213, DMF-213, DMF-213",ALİ ERİNÇ,ÖZDEN,STAFF,"Salı 13:30 - 14:20, Salı 14:30 - 15:20",Faculty of Engineering and Natural Sciences,4,NO
